Key,Context,English,Deutsch,Français,中文,Español,Polski,Русский,日本,한국어
PROJECT_210_DESCRIPTION,,"Ở đây, đại sứ từ trái đất được chào đón và các mối quan hệ được duy trì. Điều này sẽ có lợi cho mối quan hệ của chúng ta và khuyến khích giao lưu văn hóa. Đại sứ quán này được thành lập bởi Nailya Bolatbek.",Hier werden Botschafter von der Erde empfangen und Beziehungen gepflegt. Dies wird unseren politischen und kulturellen Austausch fördern. Diese Botschaft wurde von Nailya Bolatbek gegründet.,"Permet d’accueillir les ambassadeurs terriens et d’entretenir de bonnes relations avec eux, ainsi que de favoriser les échanges culturels. Cette ambassade a été fondée par Nailya Bolatbek.",这座大使馆由奈利亚·波拉贝克设立，是迎接来自地球的大使，以及维护双边关系的地方。这些外交活动能让双方互惠互利，也能促进文化交流。,"Aquí se da la bienvenida a los embajadores de la Tierra y se desarrollan las relaciones interplanetarias. De esta forma, además de estrechar lazos, se fomenta el intercambio cultural. Esta embajada fue fundada por Nailya Bolatbek.",Tu ambasadorowie z Ziemi mogą pertraktować z przedstawicielami Marsa. Budynek ten poprawia nasze stosunki ze Starą Planetą i dobrze służy wymianie kulturowej. Tę ambasadę założyła Nailya Bolatbek.,"Основано Наилей Болатбек. Здесь принимают послов с Земли, ведут интенсивный культурный обмен и выстраивают межпланетные отношения.",ここで地球からの大使を歓迎し、関係を維持する。これで火星は利益を得る上、文化交流が促進されるだろう。この大使館はナイルヤ・ボラトベクによって設立された。,여기에서는 지구의 대사들이 환영받고 관계가 유지됩니다. 이를 통해 우호적인 관계를 유지하여 문화적 교류를 증진할 수 있습니다. 이 대사관의 설립자는 네일리아 볼라트베크입니다.
PROJECT_267_NAME,,Taxi bay tự lái,Selbstfahrende Flugtaxis,Taxis Volants Autonomes,无人驾驶飞行出租车,Aerotaxis autónomos,Autonomiczne latające taksówki,Летающие такси с автопилотом,自動運転飛行タクシー,자율 비행 택시
PROJECT_267_DESCRIPTION,,Những tiến bộ trong trí tuệ nhân tạo đã khiến ô tô tự lái trở thành hình thức di chuyển an toàn nhất - và giờ đây chúng cũng có thể bay!,Fortschritte im Bereich der künstlichen Intelligenz haben selbstfahrende Autos zum sichersten Verkehrsmittel gemacht – und nun können sie auch noch fliegen!,"Grâce aux derniers progrès de l’intelligence artificielle, les voitures autonomes sont devenues les transports les plus sûrs. Et maintenant, elles peuvent également voler !",随着人工智能的发展，无人驾驶汽车成了最安全的出行方式——现在它们还能飞！,"Gracias a los avances en inteligencia artificial, los coches autónomos son el medio de transporte más seguro. Y, además, ¡ahora vuelan!",Dzięki postępom w pracach nad sztuczną inteligencją autonomiczne pojazdy stały się najbezpieczniejszym środkiem transportu. Teraz także drogą powietrzną!,Достижения в области ИИ сделали самоуправляемые автомобили самым безопасным видом транспорта. А теперь они могут еще и летать!,AIの進歩によって自動運転車はもっとも安全な旅の形になったが、今や空も飛べるのである。,"인공지능의 발전 덕분에 자율 주행 차량이 가장 안전한 이동 수단이 되었으며, 이제는 비행도 할 수 있습니다!"
PROJECT_220_NAME,,Trung tâm đánh giá ngang hàng,Prüfungszentrum,Centre d’Évaluation Scientifique,同行评议中心,Centro de evaluación profesional,Centrum recenzenckie,Центр рецензирования,査読センター,동료 심사 센터
PROJECT_220_DESCRIPTION,,Các bài báo khoa học phải được các nhóm chuyên gia xem xét hợp lý để đảm bảo phương pháp của họ hợp lý và kết quả của họ hợp lý. Điều này đảm bảo chất lượng nghiên cứu của chúng ta.,"Wissenschaftliche Studien müssen von Expertenteams sorgfältig überprüft werden, um sicherzustellen, dass die darin angewendete Methodik und die Ergebnisse plausibel sind. Dadurch wird die Qualität unserer Forschung sichergestellt.",Les articles scientifiques doivent être évalués par des experts afin de s’assurer que leur méthodologie est rigoureuse et les résultats plausibles. C’est la seule façon de s’assurer de la qualité des recherches.,科研论文必须经过专家团队的正式审核，这是为了确保科学家的方法论正当合理，他们的发现真实可信。这能保证我们科研工作的质量。,"Es necesario que haya equipos de expertos que revisen los artículos científicos para cerciorarse de que la metodología es sólida y los resultados son plausibles. De esta forma, la calidad de la investigación está garantizada.","Każda praca naukowa wymaga recenzji zespołów ekspertów i naukowców, by poddać weryfikacji użytą metodologię i prawdziwość postawionych tez. Tylko tak nauka nie zejdzie na manowce.","Научные работы должны рецензироваться группами экспертов, дабы те убедились, что их методология обоснована, а выводы правдоподобны. Это гарантирует качество наших исследований.",学術論文は、その方法論と発見が妥当と思われることを確かめるため、専門家のチームが適切に精査しなければならない。これにより、研究の質が保証される。,과학 논문은 전문가로 구성된 팀에 의해 적절한 심사를 거쳐야 해당 논문의 방법론이 올바르고 그로 인한 결과가 신뢰할 수 있는 것이라 확신할 수 있습니다. 이를 통해 우리 연구의 품질을 확보할 수 있습니다.
PROJECT_229_NAME,,Phòng thí nghiệm người máy hóa,Automatisiertes Labor,Laboratoire Robotisé,自动化实验室,Laboratorio robotizado,Zautomatyzowane laboratorium,Роботизированная лаборатория,ロボ化研究所,로봇화 실험실
PROJECT_229_DESCRIPTION,,"Với sự trợ giúp của người máy, thí nghiệm có thể được tiến hành hiệu quả hơn nhiều, nhanh chóng, và an toàn, cung cấp sự thúc đẩy cho đầu ra khoa học của chúng ta.","Mithilfe von Robotern können Experimente um ein Vielfaches effizienter, schneller und sicherer durchgeführt werden, was die Gewinnung wissenschaftlicher Erkenntnisse beschleunigen dürfte.","Grâce aux robots, nos expériences peuvent être réalisées plus rapidement, plus efficacement et dans des conditions plus sûres. Génère un boost de science.",在机器人的帮助下，我们能以更高效、快速和安全的方式开展实验，从而取得更多科研成果。,"Con la ayuda de robots, los experimentos se pueden llevar a cabo de forma mucho más eficiente, rápida y segura, lo que supone un gran impulso para la producción científica.","Z pomocą robotów eksperymenty można prowadzić wydajniej, szybciej i bezpieczniej, a efektywność badań naukowych jest znacznie większa.","Участие роботов повышает эффективность, скорость проведения и безопасность экспериментов, что позволяет нам внести весомый вклад в науку.",ロボットの助けがあれば、実験をはるかに効率的に素早く、安全に行える上、科学的な成果が増す。,"로봇의 도움을 받아 실험이 훨씬 더 효율적이고, 빠르고, 안전하게 수행될 수 있어, 과학 연구의 결과물을 더 효과적으로 도출할 수 있습니다."
PROJECT_249_NAME,,Trung tâm người máy,Roboterhub,Plateforme de Robots,机器人中枢,Base de robots,Centrum robotów,Центр робототехники,ロボットハブ,로봇 허브
PROJECT_249_DESCRIPTION,,Người máy tự hành mang lại lợi ích to lớn cho sản lượng lao động và cơ sở hạ tầng của khu định cư của chúng ta.,Autonome Roboter sorgen in unseren Siedlungen für einen starken Anstieg der Arbeitsleistung und eine deutliche Verbesserung der Infrastruktur.,Les robots automatisés apportent une aide précieuse à la main-d’œuvre et aux infrastructures de notre colonie.,自动化机器人能对我们定居点的劳动产出和基建带来巨大益处。,Los robots autónomos son enormemente beneficiosos para la producción laboral y la infraestructura del asentamiento.,Roboty automatyzują różne prace i znacznie zwiększają efektywność kolonii.,Автономные роботы повышают производительность труда и приносят огромную пользу инфраструктуре наших поселений.,自律ロボットは、移住者の労働生産性やインフラに大きな恩恵をもたらす。,자동화된 로봇은 우리 정착지의 노동력과 기반 시설에 크게 기여합니다.
PROJECT_226_NAME,,Trung tâm sinh hoạt chung,Zentrum für gemeinsames Wohnen,Centre de Vie Commune,联合生活中心,Centro de convivencia mixta,Centrum kohabitacji,Комбинированный жилой центр,共同生活センター,복합 거주 센터
PROJECT_226_DESCRIPTION,,"Ở đây, con người và người máy chia sẻ không gian sống. Đó là chỗ ở hiệu quả, và vài người thậm chí đối xử với bạn người máy cùng phòng của họ như thú cưng.",Hier teilen sich Menschen und Roboter einen gemeinsamen Wohnraum. Eine effiziente Unterkunft und manche Menschen behandeln ihre Roboter sogar wie Haustiere.,"Permet aux humains et aux robots de partager un espace de vie. Cet arrangement bénéficie à tous, et certains humains considèrent même leurs colocataires robots comme des animaux de compagnie.",人类和机器人共享这个生活空间。它是一个高效能住所，有些人类甚至把它们的机器人室友当成宠物。,"Aquí es donde los humanos y los robots comparten alojamiento. Se trata de instalaciones eficientes y, además, hay humanos que tratan a sus compañeros robóticos como a mascotas.","Tutaj ludzie i roboty mogą koegzystować w spokoju. Warunki mieszkalne przypominają chów klatkowy, ale przynajmniej ludzie są bliżej siebie i mają własne robociki.",Совместное проживание людей и роботов признано наиболее эффективным. Некоторые люди даже относятся к своим соседям-роботам как к домашним животным.,ここでは人間とロボットが生活空間を共有している。効果的な宿泊施設で、ルームメイトのロボットをペットのように扱う人間さえいる。,"여기에서는 인간과 로봇이 생활 공간을 공유합니다. 효율적인 시설이며, 일부 인간은 로봇 룸메이트를 애완동물처럼 대하기도 합니다."
